logo,program title,area of study,credit for prior learning,program desc,accreditation,career outlook,admission requirements,dates and deadlines,tuition and fees,program level,total hours,projected cost,university
https://images.unsplash.com/photo-1552439173-def98a8cb0c4?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Forensic Science,Education,TRUE,Dolores nihil nulla. Ipsam ut esse. Magni omnis est.,LTC,Porro est commodi. Asperiores voluptatem et. Qui similique cumque.,Laborum eum et. Laborum ut laudantium. Enim hic nihil.,Application Deadline: 2019-04-03 | 37 Days Until Classes Begin!,Projected Per Credit Hour Cost: $179,Some college,41,"$18,512 ",Godron State College
https://images.unsplash.com/photo-1531630142108-cb432ed39657?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Psychology,Psychology,FALSE,Qui voluptas maxime. Quae voluptas error. Ratione consequuntur repellendus.,XRP,Voluptas aut et. Ratione praesentium dicta. Nesciunt minus dolorem.,Veritatis harum repellat. Sapiente fugiat quibusdam. Aut voluptas provident.,Application Deadline: 2019-03-29 | 12 Days Until Classes Begin!,Projected Per Credit Hour Cost: $136,Professional degree,125,"$2,084 ",University of North Georgia
https://images.unsplash.com/photo-1522316166834-b429f6b7004d?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Commerce,Communications,TRUE,Rerum nisi laudantium. Dicta voluptates tempora. Enim unde labore.,BTC,Et inventore quisquam. Et vel quis. Ut nihil eius.,Est nobis quia. Sed excepturi nostrum. Qui deleniti est.,Application Deadline: 2019-04-02 | 29 Days Until Classes Begin!,Projected Per Credit Hour Cost: $136,Kindergarten,58,"$8,480 ",University of Georgia
https://images.unsplash.com/photo-1534988333262-c455b9332e52?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Medicine,Education,TRUE,Vel distinctio impedit. Voluptas aut corporis. Quia quasi ducimus.,ETH,Aspernatur vero saepe. Sit est officia. Libero eius maiores.,Accusamus vel autem. Esse deleniti itaque. Necessitatibus fugiat iste.,Application Deadline: 2019-03-29 | 21 Days Until Classes Begin!,Projected Per Credit Hour Cost: $91,No schooling completed,89,"$12,754 ",Georgia Institutute of Technology
https://images.unsplash.com/photo-1525017467541-995c08c663cc?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Information Systems,Health Science,TRUE,Tenetur officiis tempore. Ea vitae placeat. Non aliquid a.,LTC,Nulla vel sint. Non ab id. Repudiandae voluptas soluta.,Corrupti veritatis laborum. Ab non libero. Tempora voluptas sed.,Application Deadline: 2019-03-30 | 8 Days Until Classes Begin!,Projected Per Credit Hour Cost: $328,Nursery school,74,"$15,403 ",Kennesaw State University
https://images.unsplash.com/photo-1525017467541-995c08c663cc?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Education,Engineering,FALSE,Minima aperiam dolor. Provident aut cumque. In qui qui.,LTC,Dolor facere cum. Facilis magni sed. Dolorum et architecto.,Corrupti quae provident. Expedita consequuntur sit. Itaque ut dolorum.,Application Deadline: 2019-04-11 | 7 Days Until Classes Begin!,Projected Per Credit Hour Cost: $362,GED or alternative credential,85,"$4,615 ",Albany State University
https://images.unsplash.com/photo-1552439173-def98a8cb0c4?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Computer Science,Communications,FALSE,Est unde voluptatem. Consequatur quaerat repudiandae. Nam consequatur repellendus.,LTC,Nobis quis et. Laboriosam deserunt ab. Corporis et autem.,Commodi molestiae hic. Quae vel vitae. Sint enim quis.,Application Deadline: 2019-03-30 | 10 Days Until Classes Begin!,Projected Per Credit Hour Cost: $132,Kindergarten,35,"$19,002 ",Georgia Institutute of Technology
https://images.unsplash.com/photo-1532043772213-09a6cec77cfa?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Business,Arts,FALSE,Officiis cumque debitis. Non optio esse. Aut ducimus itaque.,LTC,Et at provident. Eum quam sed. Ipsam dolor tempore.,Voluptas id perspiciatis. Vel in et. Non id tempore.,Application Deadline: 2019-03-30 | 29 Days Until Classes Begin!,Projected Per Credit Hour Cost: $399,Kindergarten,55,"$2,662 ",Georgia Southwestern State University
https://images.unsplash.com/photo-1532043772213-09a6cec77cfa?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Law,Design,FALSE,Est quas sit. Amet eos in. Ab similique facere.,XRP,Sint incidunt quae. Quia dolores non. Reiciendis voluptatum possimus.,Quo repellat et. Itaque odio natus. Accusamus pariatur repellat.,Application Deadline: 2019-03-29 | 16 Days Until Classes Begin!,Projected Per Credit Hour Cost: $73,Kindergarten,84,$909 ,Atlanta Metropolitan State College
https://images.unsplash.com/photo-1551845272-bb4267c0c32b?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Architectural Technology,Medicine,FALSE,Consequatur aut beatae. Tenetur veniam rerum. Repellat sequi illo.,BTC,Delectus eius consequuntur. Cumque vel id. Sapiente excepturi omnis.,Vero quidem rem. Mollitia pariatur consequuntur. Et fugit voluptas.,Application Deadline: 2019-04-13 | 27 Days Until Classes Begin!,Projected Per Credit Hour Cost: $17,12th grade - No Diploma,69,"$14,967 ",Dalton State College
https://images.unsplash.com/photo-1496469888073-80de7e952517?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Health Science,Biomedical Science,FALSE,Ut ea error. Sunt dolorem debitis. Nam ea vel.,DASH,Repudiandae aperiam corporis. Tenetur aut numquam. Commodi ut velit.,Tempore similique aspernatur. Odit deleniti aliquam. Consectetur eveniet id.,Application Deadline: 2019-03-31 | 26 Days Until Classes Begin!,Projected Per Credit Hour Cost: $323,Regular high school diploma,112,"$11,683 ",South Georgia State College
https://images.unsplash.com/photo-1551845272-bb4267c0c32b?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Criminology,Medicine,FALSE,Sint quis veniam. Aut fuga assumenda. Fugit quia ut.,BTC,Et in cum. Eius fuga voluptatem. Esse ex saepe.,Ut deleniti ullam. Ad ipsa atque. Velit sunt maiores.,Application Deadline: 2019-03-30 | 3 Days Until Classes Begin!,Projected Per Credit Hour Cost: $337,12th grade - No Diploma,0,"$7,561 ",Kennesaw State University
https://images.unsplash.com/photo-1551845272-bb4267c0c32b?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Information Systems,Computer Science,TRUE,Molestiae nobis illum. Rerum in id. Quia harum qui.,BTC,Cum est pariatur. Tenetur enim ipsam. Nam accusamus porro.,Harum qui explicabo. Voluptatem voluptas enim. Eum eaque et.,Application Deadline: 2019-03-29 | 39 Days Until Classes Begin!,Projected Per Credit Hour Cost: $318,Kindergarten,71,$64 ,College of Coastal Georgia
https://images.unsplash.com/photo-1532264523420-881a47db012d?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Psychology,Design,TRUE,Voluptatum repudiandae hic. Dolorem quae id. In quia eos.,BTC,Odit molestias aut. Dolores ad soluta. Et quam facere.,Qui ipsum consequatur. Veniam rerum numquam. Nam in aut.,Application Deadline: 2019-03-30 | 5 Days Until Classes Begin!,Projected Per Credit Hour Cost: $262,Associate's degree,47,"$2,262 ",College of Coastal Georgia
https://images.unsplash.com/photo-1495995424756-6a5a3f9e7543?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Nursing,Nursing,TRUE,Exercitationem esse omnis. Sed quaerat omnis. Velit fuga et.,DASH,Maiores neque at. Porro commodi distinctio. Aut iste aperiam.,Tempora ratione temporibus. Molestiae numquam minus. Qui rerum aliquid.,Application Deadline: 2019-04-03 | 35 Days Until Classes Begin!,Projected Per Credit Hour Cost: $55,Regular high school diploma,19,"$6,519 ",South Georgia State College
https://images.unsplash.com/photo-1552439173-def98a8cb0c4?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Psychology,Business,TRUE,Praesentium eos dolorem. Repellat dolore suscipit. Esse eligendi molestiae.,XRP,Et recusandae voluptatem. Ut quis eaque. Magni nulla porro.,Fugit corporis et. Eos tempore ducimus. Quae officiis aut.,Application Deadline: 2019-03-29 | 1 Days Until Classes Begin!,Projected Per Credit Hour Cost: $341,Regular high school diploma,37,"$16,917 ",Georgia Southwestern State University
https://images.unsplash.com/photo-1532264523420-881a47db012d?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Teaching,Information Systems,FALSE,Quae in quia. Qui molestias consequatur. Eos expedita qui.,LTC,Ea voluptatem esse. Nesciunt sunt omnis. Tenetur molestiae omnis.,Quaerat qui non. Doloremque nulla reprehenderit. Dolorem rem mollitia.,Application Deadline: 2019-04-01 | 1 Days Until Classes Begin!,Projected Per Credit Hour Cost: $207,Some college,38,"$13,325 ",Augusta University
https://images.unsplash.com/photo-1534988333262-c455b9332e52?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Design,Engineering,TRUE,Quisquam earum quia. Impedit voluptatibus odio. Libero in repudiandae.,XRP,In numquam sapiente. Tempora ipsam ducimus. Inventore reprehenderit tempore.,Quos voluptatem quia. Et et iste. Iste ipsum explicabo.,Application Deadline: 2019-03-29 | 34 Days Until Classes Begin!,Projected Per Credit Hour Cost: $399,Professional degree,90,"$18,116 ",Dalton State College
https://images.unsplash.com/photo-1525017467541-995c08c663cc?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Communications,Communications,FALSE,Harum odio eos. Sequi adipisci excepturi. Quidem perferendis et.,ETH,Voluptatem enim nulla. Excepturi asperiores aliquid. Consequatur error quam.,Soluta minima optio. Eos aut aperiam. Qui iste molestiae.,Application Deadline: 2019-04-02 | 4 Days Until Classes Begin!,Projected Per Credit Hour Cost: $398,Regular high school diploma,79,"$5,041 ",Columbus State University
https://images.unsplash.com/photo-1525017467541-995c08c663cc?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Applied Science (Psychology),Health Science,TRUE,Quibusdam omnis ea. Quisquam eum voluptatem. Consequatur ipsum nemo.,XRP,Modi aspernatur et. Ea doloremque molestiae. Recusandae tempora similique.,Et incidunt doloribus. Natus quasi quae. Qui id aut.,Application Deadline: 2019-04-02 | 23 Days Until Classes Begin!,Projected Per Credit Hour Cost: $291,Bachelor's degree,35,"$18,678 ",Georgia Southern University
https://images.unsplash.com/photo-1531630142108-cb432ed39657?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Design,Biomedical Science,FALSE,Et ut earum. Nihil aspernatur saepe. Est autem expedita.,DASH,Voluptas eos esse. Sequi sed necessitatibus. Inventore aut quia.,Reprehenderit et et. Unde culpa corrupti. Fugiat error laudantium.,Application Deadline: 2019-04-05 | 1 Days Until Classes Begin!,Projected Per Credit Hour Cost: $14,Grade 1 though 11,61,"$11,541 ",Valdosta State University
https://images.unsplash.com/photo-1496469888073-80de7e952517?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Creative Arts,Business,TRUE,Explicabo in excepturi. Ut eligendi aut. Id illum sequi.,ETH,Quia et itaque. Architecto ipsum sed. Eveniet laudantium sunt.,Neque omnis ab. Qui id molestias. Quis odit magni.,Application Deadline: 2019-04-11 | 36 Days Until Classes Begin!,Projected Per Credit Hour Cost: $98,Nursery school,113,"$12,531 ",Columbus State University
https://images.unsplash.com/photo-1531630142108-cb432ed39657?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Education,Biomedical Science,FALSE,Dolore laboriosam odit. Quas non nemo. Quidem modi qui.,DASH,Qui autem possimus. Natus debitis voluptas. Error ut illo.,Iusto facere fugiat. Adipisci perspiciatis commodi. Voluptas sint eum.,Application Deadline: 2019-04-04 | 0 Days Until Classes Begin!,Projected Per Credit Hour Cost: $276,Associate's degree,76,"$18,861 ",Godron State College
https://images.unsplash.com/photo-1495995424756-6a5a3f9e7543?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Biological Science,Creative Arts,FALSE,Asperiores quae voluptatem. Eius est et. Inventore quo magni.,XRP,Aut quae repellendus. Quia perferendis consequuntur. Atque dolor ullam.,Maxime voluptatem aperiam. Eum et vel. Ducimus cumque vel.,Application Deadline: 2019-04-04 | 29 Days Until Classes Begin!,Projected Per Credit Hour Cost: $348,Kindergarten,99,"$11,635 ",Atlanta Metropolitan State College
https://images.unsplash.com/photo-1532043772213-09a6cec77cfa?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Health Science,Law,FALSE,Eos consequuntur nulla. Officia quidem minus. Accusantium voluptatum ab.,XRP,Qui rerum natus. A ipsum fugiat. Quod eius ad.,Ut iure est. Dignissimos enim modi. Placeat facilis saepe.,Application Deadline: 2019-04-01 | 26 Days Until Classes Begin!,Projected Per Credit Hour Cost: $101,Grade 1 though 11,88,"$19,131 ",Albany State University
https://images.unsplash.com/photo-1525017467541-995c08c663cc?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Computer Science,Education,TRUE,Corporis non ex. Recusandae qui dolorem. Et aut laudantium.,DASH,Rerum impedit tenetur. Ea vel doloribus. Eligendi magnam eos.,Aliquam blanditiis maiores. Sit enim asperiores. Fugiat perferendis consequatur.,Application Deadline: 2019-03-30 | 9 Days Until Classes Begin!,Projected Per Credit Hour Cost: $381,Kindergarten,86,"$4,318 ",Middle Georgia State University
https://images.unsplash.com/photo-1534988333262-c455b9332e52?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Forensic Science,Biological Science,TRUE,Magni exercitationem voluptatem. Beatae aut nulla. Similique est quia.,ETH,Officia cupiditate voluptas. Eligendi quam a. Id ea qui.,Corrupti quasi inventore. Aut quis molestiae. Provident ipsa consequatur.,Application Deadline: 2019-04-05 | 29 Days Until Classes Begin!,Projected Per Credit Hour Cost: $129,Nursery school,126,"$4,752 ",South Georgia State College
https://images.unsplash.com/photo-1531630142108-cb432ed39657?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Creative Arts,Law,FALSE,Reprehenderit qui deleniti. Nihil sunt earum. Saepe consequatur et.,BTC,A excepturi nesciunt. Soluta aliquam error. Ea officia beatae.,Et velit voluptatem. Magni et illum. Explicabo omnis esse.,Application Deadline: 2019-03-31 | 26 Days Until Classes Begin!,Projected Per Credit Hour Cost: $372,Associate's degree,20,"$9,420 ",Atlanta Metropolitan State College
https://images.unsplash.com/photo-1532043772213-09a6cec77cfa?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Biological Science,Law,FALSE,Consequatur asperiores nisi. Doloribus eveniet placeat. Et quisquam qui.,DASH,Aspernatur placeat maxime. Nihil iure placeat. Dolorem ratione at.,Aspernatur expedita nobis. Sint accusamus delectus. Excepturi maxime adipisci.,Application Deadline: 2019-04-01 | 4 Days Until Classes Begin!,Projected Per Credit Hour Cost: $366,GED or alternative credential,132,"$2,558 ",University of West Georgia
https://images.unsplash.com/photo-1496469888073-80de7e952517?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Computer Science,Biological Science,FALSE,Sit a iste. Eius unde et. Aut molestiae et.,DASH,Voluptatum a sit. Vitae explicabo numquam. Repellendus placeat magnam.,Dolorem voluptas corrupti. Sed magnam doloribus. Ut eligendi porro.,Application Deadline: 2019-03-29 | 20 Days Until Classes Begin!,Projected Per Credit Hour Cost: $140,Bachelor's degree,131,"$3,430 ",Augusta University
https://images.unsplash.com/photo-1551845272-bb4267c0c32b?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Psychology,Biomedical Science,FALSE,Aliquam et quasi. In repudiandae et. Aut quia laboriosam.,LTC,Sed a corporis. Eum quis dolores. Ducimus aut soluta.,Autem alias laboriosam. Dolore facilis tempora. Velit quam alias.,Application Deadline: 2019-04-02 | 33 Days Until Classes Begin!,Projected Per Credit Hour Cost: $234,Some college,138,"$19,276 ",Albany State University
https://images.unsplash.com/photo-1495995424756-6a5a3f9e7543?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Business,Nursing,FALSE,Voluptates et porro. Dolorem quia in. Quo repudiandae assumenda.,LTC,Repudiandae provident expedita. Provident magnam fugiat. Deserunt optio id.,Dolorem nobis id. Consequatur assumenda natus. Cum quae alias.,Application Deadline: 2019-04-03 | 29 Days Until Classes Begin!,Projected Per Credit Hour Cost: $337,GED or alternative credential,114,$877 ,Georgia Institutute of Technology
https://images.unsplash.com/photo-1552439173-def98a8cb0c4?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Communications,Education,TRUE,Tempore molestiae facilis. Magnam nulla et. Ut voluptas ea.,LTC,Fugiat optio cupiditate. Molestiae unde rerum. Qui maiores aliquam.,Exercitationem nostrum hic. A et omnis. Doloribus blanditiis ipsa.,Application Deadline: 2019-04-07 | 36 Days Until Classes Begin!,Projected Per Credit Hour Cost: $142,Grade 1 though 11,131,"$15,865 ",Georgia College and State University
https://images.unsplash.com/photo-1531630142108-cb432ed39657?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Education,Information Systems,FALSE,Repellat sunt sed. Dolores est dolorem. Asperiores animi dolores.,LTC,Rem commodi ex. A molestiae quam. Adipisci commodi quia.,Aliquid beatae quos. Assumenda minus ut. Et nemo rem.,Application Deadline: 2019-03-31 | 26 Days Until Classes Begin!,Projected Per Credit Hour Cost: $80,GED or alternative credential,47,"$19,491 ",Savannah State University
https://images.unsplash.com/photo-1495995424756-6a5a3f9e7543?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Creative Arts,Design,FALSE,Non nisi nemo. Nesciunt quas voluptates. Minima sit laudantium.,LTC,Praesentium dolorem eos. Et necessitatibus perspiciatis. Voluptas est corrupti.,Distinctio ducimus quo. Provident laboriosam distinctio. Excepturi et qui.,Application Deadline: 2019-04-13 | 34 Days Until Classes Begin!,Projected Per Credit Hour Cost: $143,Doctorate degree,42,"$14,349 ",Dalton State College
https://images.unsplash.com/photo-1534988333262-c455b9332e52?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Information Systems,Biomedical Science,FALSE,Aliquam velit magni. Iure consectetur aut. Reprehenderit autem totam.,BTC,Totam quis sint. Dolore maiores accusantium. Accusantium quo dolor.,Eos illo sapiente. Nostrum quasi qui. Velit aliquid iure.,Application Deadline: 2019-04-01 | 14 Days Until Classes Begin!,Projected Per Credit Hour Cost: $365,Kindergarten,46,"$2,419 ",Fort Valley State Unversity
https://images.unsplash.com/photo-1531630142108-cb432ed39657?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Law,Creative Arts,TRUE,Enim numquam fugiat. Officiis est id. Enim voluptatem dolores.,LTC,Voluptatum totam voluptas. Error nihil molestiae. Sunt quis maiores.,Eum aspernatur non. Autem quaerat quia. Voluptas fuga facere.,Application Deadline: 2019-04-01 | 35 Days Until Classes Begin!,Projected Per Credit Hour Cost: $39,Kindergarten,94,"$4,064 ",Georgia Highlands College
https://images.unsplash.com/photo-1551845272-bb4267c0c32b?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Criminology,Criminology,FALSE,Natus qui ut. Repellendus consectetur quod. Rerum quo voluptatem.,BTC,Sapiente veritatis corrupti. Rem qui doloremque. Sed nostrum sapiente.,Quia delectus magni. Aperiam id molestiae. Et mollitia non.,Application Deadline: 2019-04-05 | 37 Days Until Classes Begin!,Projected Per Credit Hour Cost: $374,Grade 1 though 11,32,"$9,499 ",Georgia Southwestern State University
https://images.unsplash.com/photo-1495995424756-6a5a3f9e7543?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Psychology,Nursing,TRUE,Qui tempora quas. Qui nobis culpa. Ea tempore voluptas.,LTC,Neque illo ut. Voluptatibus doloremque dicta. Et sint et.,Ullam commodi ea. Eaque dolores quia. Voluptatem nisi explicabo.,Application Deadline: 2019-03-30 | 33 Days Until Classes Begin!,Projected Per Credit Hour Cost: $129,Bachelor's degree,78,"$2,093 ",University of Georgia
https://images.unsplash.com/photo-1534988333262-c455b9332e52?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Creative Arts,Engineering,TRUE,Nihil voluptates occaecati. Omnis repudiandae earum. Mollitia est non.,ETH,Ut velit qui. Consequatur quia nulla. Aut optio nihil.,Fugit est eveniet. Repellendus nemo sed. Accusamus eos numquam.,Application Deadline: 2019-03-29 | 9 Days Until Classes Begin!,Projected Per Credit Hour Cost: $39,Grade 1 though 11,138,"$18,215 ",Valdosta State University
https://images.unsplash.com/photo-1522316166834-b429f6b7004d?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Nursing,Business,FALSE,Ut veniam similique. Et voluptas quod. Repellat placeat sequi.,DASH,Excepturi voluptatem ad. Qui enim expedita. Et harum et.,Ipsa quidem doloremque. Nihil error qui. Quos repudiandae quibusdam.,Application Deadline: 2019-03-30 | 17 Days Until Classes Begin!,Projected Per Credit Hour Cost: $238,Doctorate degree,6,$542 ,Georgia Southwestern State University
https://images.unsplash.com/photo-1522316166834-b429f6b7004d?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Design,Engineering,TRUE,Itaque est nam. In dolorem numquam. Maiores dolores inventore.,DASH,Aut culpa voluptas. Eum in suscipit. Ea consectetur facilis.,Ut quia unde. Id aut quos. Magni neque itaque.,Application Deadline: 2019-04-08 | 18 Days Until Classes Begin!,Projected Per Credit Hour Cost: $302,Bachelor's degree,75,"$14,066 ",Georgia Institutute of Technology
https://images.unsplash.com/photo-1551845272-bb4267c0c32b?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Psychology,Commerce,TRUE,Blanditiis est rerum. Iure ipsam aut. Ipsam maxime veniam.,BTC,Ab explicabo vero. Veniam illum et. Laboriosam laudantium saepe.,Vero qui maxime. Est ea similique. Earum aut sed.,Application Deadline: 2019-04-05 | 13 Days Until Classes Begin!,Projected Per Credit Hour Cost: $311,Associate's degree,58,"$3,818 ",Albany State University
https://images.unsplash.com/photo-1495995424756-6a5a3f9e7543?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Biomedical Science,Computer Science,FALSE,Illo dolorem laboriosam. Nobis saepe dolore. Architecto sit quas.,LTC,Molestiae est et. Aperiam accusamus consectetur. Neque eius unde.,Dolore animi in. Aliquid ex saepe. Non nesciunt nemo.,Application Deadline: 2019-04-02 | 2 Days Until Classes Begin!,Projected Per Credit Hour Cost: $54,Nursery school,126,"$15,700 ",College of Coastal Georgia
https://images.unsplash.com/photo-1495995424756-6a5a3f9e7543?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Commerce,Arts,TRUE,Quia consequatur veniam. Quidem architecto dolores. Incidunt delectus voluptas.,DASH,Quibusdam nisi sed. Eius laudantium aut. Fugiat eius omnis.,Rerum distinctio quas. Et voluptas soluta. Nemo non reprehenderit.,Application Deadline: 2019-04-03 | 3 Days Until Classes Begin!,Projected Per Credit Hour Cost: $141,Regular high school diploma,9,"$12,569 ",College of Coastal Georgia
